pair_ID	entailment_judgment	relatedness_score
6655	NEUTRAL	2.43424282
6660	ENTAILMENT	4.13002237
6661	CONTRADICTION	3.38568183
6662	NEUTRAL	4.10947733
6663	NEUTRAL	3.7898404
6666	NEUTRAL	2.39947934
6667	NEUTRAL	2.17136396
6668	NEUTRAL	2.24279041
6672	CONTRADICTION	3.99457576
6676	NEUTRAL	3.82321857
6677	NEUTRAL	3.6873332
6679	NEUTRAL	4.26437515
6680	NEUTRAL	4.23868529
6681	CONTRADICTION	4.08869383
6682	NEUTRAL	3.6891227
6685	NEUTRAL	3.32802828
6686	NEUTRAL	3.65590621
6689	NEUTRAL	4.52242689
6690	CONTRADICTION	3.60181418
6691	NEUTRAL	3.11742266
6693	ENTAILMENT	4.08194309
6699	CONTRADICTION	4.2712162
6702	ENTAILMENT	4.45568335
6703	NEUTRAL	4.301117
6704	NEUTRAL	4.28229526
6706	NEUTRAL	4.40932664
6707	NEUTRAL	4.49633223
6708	CONTRADICTION	3.57012438
6710	CONTRADICTION	3.37245695
6712	NEUTRAL	3.47900825
6713	NEUTRAL	3.56294669
6716	NEUTRAL	4.48240897
6718	NEUTRAL	4.03016078
6719	NEUTRAL	4.65016305
6722	CONTRADICTION	4.2247864
6724	NEUTRAL	4.50053652
6726	CONTRADICTION	4.39238298
6727	NEUTRAL	3.69300487
6730	NEUTRAL	3.99277568
6732	CONTRADICTION	3.17766154
6734	NEUTRAL	4.53156806
6737	CONTRADICTION	3.9237997
6739	NEUTRAL	3.25730882
6741	NEUTRAL	3.68471293
6743	NEUTRAL	3.1740129
6744	NEUTRAL	3.66003987
6749	ENTAILMENT	4.16551462
6751	NEUTRAL	4.34351526
6753	ENTAILMENT	4.55235426
6755	CONTRADICTION	4.2270939
6759	NEUTRAL	2.27782077
6763	NEUTRAL	4.20257095
6767	NEUTRAL	3.62296729
6774	ENTAILMENT	4.77065754
6776	NEUTRAL	4.42008702
6779	NEUTRAL	3.26408712
6780	NEUTRAL	3.40835892
6782	NEUTRAL	3.76029741
6783	ENTAILMENT	4.85585566
6785	ENTAILMENT	4.86541812
6786	CONTRADICTION	3.75122416
6787	NEUTRAL	4.47829671
6788	NEUTRAL	2.66348341
6790	CONTRADICTION	2.89544848
6792	ENTAILMENT	4.38177518
6793	ENTAILMENT	4.08671632
6794	ENTAILMENT	4.51360981
6795	ENTAILMENT	4.42645977
6796	NEUTRAL	3.10729594
6797	NEUTRAL	3.26288796
6798	NEUTRAL	3.0127572
6801	ENTAILMENT	4.72472359
6803	ENTAILMENT	4.37027828
6806	NEUTRAL	4.15986066
6807	CONTRADICTION	3.4827851
6808	NEUTRAL	3.7085808
6809	CONTRADICTION	3.30551385
6811	ENTAILMENT	4.33356227
6815	ENTAILMENT	4.74474005
6817	ENTAILMENT	4.23755923
6818	ENTAILMENT	4.55848168
6820	ENTAILMENT	4.6223906
6821	ENTAILMENT	4.62674402
6823	NEUTRAL	3.47986978
6826	NEUTRAL	3.88582794
6827	CONTRADICTION	3.68215984
6828	ENTAILMENT	4.49862496
6829	NEUTRAL	3.14433702
6831	ENTAILMENT	4.37629028
6832	ENTAILMENT	4.5489672
6835	CONTRADICTION	4.32869036
6836	NEUTRAL	3.18515593
6837	NEUTRAL	2.98328213
6838	NEUTRAL	3.07654863
6839	NEUTRAL	2.9419035
6841	NEUTRAL	4.57087874
6842	NEUTRAL	4.20045909
6844	NEUTRAL	4.57642885
6846	NEUTRAL	3.59593186
6848	NEUTRAL	2.45410302
6850	NEUTRAL	2.65592995
6852	ENTAILMENT	4.66620801
6853	CONTRADICTION	4.41393819
6854	NEUTRAL	4.22215407
6856	NEUTRAL	3.68882248
6858	NEUTRAL	4.24545079
6859	NEUTRAL	4.12253512
6860	NEUTRAL	4.28729808
6861	NEUTRAL	4.71880805
6864	NEUTRAL	3.88300318
6867	NEUTRAL	4.59987543
6871	NEUTRAL	4.39422293
6872	NEUTRAL	4.58803378
6873	NEUTRAL	4.01026416
6874	NEUTRAL	4.36769443
6876	NEUTRAL	4.03689454
6878	NEUTRAL	4.33006349
6881	NEUTRAL	4.50641736
6882	NEUTRAL	4.43320977
6883	NEUTRAL	4.0142332
6886	NEUTRAL	2.80432915
6888	NEUTRAL	4.81415578
6889	NEUTRAL	4.16277943
6891	ENTAILMENT	4.66318885
6892	NEUTRAL	3.25755022
6893	NEUTRAL	3.64945052
6895	NEUTRAL	2.95971976
6898	CONTRADICTION	4.23521728
6900	CONTRADICTION	4.40528722
6904	NEUTRAL	3.76691231
6906	NEUTRAL	4.37253853
6908	NEUTRAL	4.41477192
6909	CONTRADICTION	4.07606372
6910	NEUTRAL	3.65014545
6911	NEUTRAL	3.37192788
6915	NEUTRAL	4.33548244
6916	NEUTRAL	3.86836506
6917	NEUTRAL	4.03873375
6925	NEUTRAL	4.00380749
6926	ENTAILMENT	4.66421328
6928	ENTAILMENT	4.74832816
6929	CONTRADICTION	4.20495695
6930	NEUTRAL	3.59839661
6933	NEUTRAL	3.17960952
6935	ENTAILMENT	4.60781646
6936	NEUTRAL	3.67997833
6937	NEUTRAL	3.97290096
6938	ENTAILMENT	4.81395768
6939	NEUTRAL	4.82024554
6941	NEUTRAL	2.26541472
6943	NEUTRAL	2.54506547
6944	NEUTRAL	3.1555433
6949	ENTAILMENT	4.84164917
6951	ENTAILMENT	4.62056099
6952	NEUTRAL	4.31201051
6953	NEUTRAL	3.26508571
6954	ENTAILMENT	4.50971903
6956	NEUTRAL	4.38192282
6959	ENTAILMENT	4.69889002
6960	NEUTRAL	3.56803023
6962	ENTAILMENT	2.2422152
6963	NEUTRAL	2.54851208
6965	ENTAILMENT	3.03223537
6967	ENTAILMENT	2.15964153
6972	NEUTRAL	4.23656432
6973	NEUTRAL	4.3998161
6976	ENTAILMENT	3.92874273
6977	NEUTRAL	3.49353933
6984	CONTRADICTION	3.48547403
6985	NEUTRAL	3.90764252
6986	NEUTRAL	4.07300395
6988	NEUTRAL	3.77881549
6989	ENTAILMENT	3.31439934
6990	NEUTRAL	4.55187588
6999	ENTAILMENT	4.58754826
7003	NEUTRAL	2.37351522
7010	NEUTRAL	3.94201756
7011	CONTRADICTION	3.16908882
7012	ENTAILMENT	4.71448367
7014	ENTAILMENT	4.53513303
7015	ENTAILMENT	4.43626314
7017	NEUTRAL	4.25919121
7023	NEUTRAL	1.88294018
7024	NEUTRAL	2.0898792
7029	CONTRADICTION	4.460839
7030	ENTAILMENT	4.43991843
7031	CONTRADICTION	3.75764195
7032	ENTAILMENT	4.44098691
7033	CONTRADICTION	4.00933003
7034	ENTAILMENT	4.41574197
7036	NEUTRAL	3.46930602
7037	NEUTRAL	4.31570024
7038	ENTAILMENT	4.60022438
7039	NEUTRAL	4.29378969
7041	NEUTRAL	2.87744212
7042	NEUTRAL	3.21877821
7046	NEUTRAL	4.66082426
7047	NEUTRAL	3.86917196
7048	NEUTRAL	4.5867672
7049	NEUTRAL	4.17600652
7050	NEUTRAL	4.15533376
7051	CONTRADICTION	3.59807055
7052	NEUTRAL	4.15657991
7053	CONTRADICTION	3.55216982
7055	ENTAILMENT	4.67375531
7057	ENTAILMENT	4.68039408
7059	ENTAILMENT	4.66082401
7062	NEUTRAL	4.12205477
7065	CONTRADICTION	3.87688266
7067	NEUTRAL	4.70994618
7068	NEUTRAL	4.15838713
7069	NEUTRAL	3.44353299
7071	NEUTRAL	2.97966129
7072	NEUTRAL	3.69617833
7073	NEUTRAL	4.38648886
7075	NEUTRAL	4.43781764
7076	CONTRADICTION	3.99079276
7078	CONTRADICTION	3.53003706
7079	NEUTRAL	4.11887983
7080	NEUTRAL	4.1085341
7089	NEUTRAL	4.61518905
7091	ENTAILMENT	4.22903745
7095	NEUTRAL	4.2018556
7096	NEUTRAL	4.17999697
7097	ENTAILMENT	4.2580307
7098	ENTAILMENT	4.29462145
7102	NEUTRAL	4.66386114
7106	NEUTRAL	4.73413126
7107	NEUTRAL	4.3868127
7109	NEUTRAL	4.31594657
7111	CONTRADICTION	3.50433761
7112	NEUTRAL	4.45409958
7113	ENTAILMENT	4.62080068
7114	CONTRADICTION	3.69301447
7115	ENTAILMENT	4.6698916
7117	ENTAILMENT	4.28057589
7122	NEUTRAL	4.85133368
7128	ENTAILMENT	4.62715547
7129	NEUTRAL	4.21620334
7130	ENTAILMENT	4.59660797
7131	ENTAILMENT	4.28246776
7132	CONTRADICTION	3.34293217
7134	NEUTRAL	3.96644749
7135	CONTRADICTION	3.88426853
7136	CONTRADICTION	3.70173729
7137	CONTRADICTION	3.78686504
7140	NEUTRAL	4.07420212
7141	CONTRADICTION	4.08482273
7142	CONTRADICTION	4.4496086
7146	NEUTRAL	4.35610574
7147	NEUTRAL	4.13962839
7148	NEUTRAL	3.62279332
7149	NEUTRAL	3.23263281
7151	NEUTRAL	4.29625985
7152	NEUTRAL	3.41612598
7154	CONTRADICTION	3.71463538
7157	ENTAILMENT	4.69047405
7158	CONTRADICTION	3.44906882
7159	ENTAILMENT	4.2711537
7160	NEUTRAL	3.57962015
7162	ENTAILMENT	4.11545931
7163	CONTRADICTION	3.2977719
7167	NEUTRAL	3.40110618
7168	CONTRADICTION	2.60779825
7169	NEUTRAL	3.92129755
7170	CONTRADICTION	3.54633032
7171	NEUTRAL	3.46507196
7172	NEUTRAL	3.96785605
7173	NEUTRAL	4.61130663
7174	NEUTRAL	4.36158449
7175	NEUTRAL	4.49123811
7176	CONTRADICTION	3.44387849
7177	NEUTRAL	3.42318604
7178	CONTRADICTION	3.07578578
7179	NEUTRAL	3.92500353
7180	NEUTRAL	3.40198863
7181	NEUTRAL	3.74516368
7182	NEUTRAL	3.8434917
7183	CONTRADICTION	3.24304622
7184	NEUTRAL	4.3953581
7187	NEUTRAL	3.14845322
7188	NEUTRAL	3.11123545
7190	NEUTRAL	3.59400333
7191	NEUTRAL	2.96150507
7192	NEUTRAL	3.12719527
7193	ENTAILMENT	4.62645611
7194	CONTRADICTION	3.68495113
7195	NEUTRAL	4.2974942
7197	NEUTRAL	4.1467576
7198	NEUTRAL	3.76880196
7199	NEUTRAL	3.29312245
7201	NEUTRAL	4.19219594
7202	NEUTRAL	4.34470038
7203	NEUTRAL	3.48982868
7206	NEUTRAL	4.29143076
7207	NEUTRAL	3.42508849
7212	NEUTRAL	4.02815153
7215	ENTAILMENT	4.78340034
7216	NEUTRAL	3.73076401
7220	NEUTRAL	3.28955403
7223	ENTAILMENT	4.6728079
7225	ENTAILMENT	4.61232713
7227	NEUTRAL	3.9293567
7231	NEUTRAL	2.86000311
7232	NEUTRAL	3.20943403
7233	ENTAILMENT	4.62297505
7236	CONTRADICTION	4.27003501
7238	NEUTRAL	3.58751787
7243	NEUTRAL	3.83936246
7244	NEUTRAL	4.35452049
7245	NEUTRAL	4.3264995
7247	NEUTRAL	4.80260277
7248	NEUTRAL	4.31118761
7249	NEUTRAL	3.00487794
7250	NEUTRAL	3.15591783
7251	NEUTRAL	3.88780471
7253	NEUTRAL	3.67237738
7254	NEUTRAL	3.70194523
7255	NEUTRAL	4.46889396
7256	CONTRADICTION	3.76388502
7257	ENTAILMENT	4.86830292
7258	CONTRADICTION	4.14938845
7259	ENTAILMENT	4.81086026
7260	NEUTRAL	4.68431021
7261	NEUTRAL	3.82259229
7263	NEUTRAL	4.64227369
7264	NEUTRAL	4.08697323
7265	NEUTRAL	4.6355109
7266	NEUTRAL	4.49654164
7272	ENTAILMENT	4.42532632
7273	CONTRADICTION	3.79178346
7275	ENTAILMENT	4.61708092
7278	CONTRADICTION	4.18504803
7279	NEUTRAL	4.23118499
7282	CONTRADICTION	3.26546369
7283	NEUTRAL	4.40063211
7284	NEUTRAL	3.67367743
7285	NEUTRAL	3.77497835
7286	NEUTRAL	4.48593949
7288	NEUTRAL	4.46654881
7289	NEUTRAL	2.7647201
7290	NEUTRAL	2.47721986
7295	ENTAILMENT	4.16825744
7296	NEUTRAL	4.19676935
7297	ENTAILMENT	3.95102092
7299	NEUTRAL	3.39906888
7301	ENTAILMENT	3.78333845
7303	ENTAILMENT	3.7119371
7305	CONTRADICTION	4.42707744
7307	ENTAILMENT	4.82003563
7308	CONTRADICTION	3.88500776
7310	CONTRADICTION	4.08836482
7312	CONTRADICTION	4.25916931
7317	ENTAILMENT	4.76473043
7318	CONTRADICTION	4.28884839
7321	NEUTRAL	4.57995912
7323	NEUTRAL	4.56117257
7324	ENTAILMENT	4.37883697
7325	CONTRADICTION	4.10560278
7326	ENTAILMENT	4.39548754
7327	ENTAILMENT	4.53407611
7328	NEUTRAL	4.1021104
7329	NEUTRAL	4.03374421
7330	NEUTRAL	4.00881991
7331	ENTAILMENT	4.39839253
7333	NEUTRAL	3.50918122
7336	CONTRADICTION	3.98496532
7337	NEUTRAL	4.70099548
7338	NEUTRAL	4.61296964
7339	NEUTRAL	4.33275168
7341	NEUTRAL	3.49388237
7342	NEUTRAL	3.16919193
7345	NEUTRAL	3.43491671
7348	NEUTRAL	4.23401911
7351	NEUTRAL	2.16189452
7354	NEUTRAL	3.98398813
7355	NEUTRAL	2.17395113
7357	NEUTRAL	3.80734241
7360	NEUTRAL	4.16751575
7361	NEUTRAL	2.84862457
7366	NEUTRAL	4.31301427
7369	ENTAILMENT	4.47459861
7373	ENTAILMENT	3.93664168
7376	NEUTRAL	3.79410818
7377	NEUTRAL	4.50221036
7378	NEUTRAL	3.48216129
7379	NEUTRAL	4.5589448
7380	CONTRADICTION	3.74808072
7382	CONTRADICTION	3.18951304
7384	NEUTRAL	4.0592345
7385	NEUTRAL	4.20200177
7387	NEUTRAL	4.1996923
7393	ENTAILMENT	3.73173603
7395	NEUTRAL	4.69274611
7396	CONTRADICTION	4.15290322
7400	NEUTRAL	4.14562193
7401	NEUTRAL	4.35824443
7403	NEUTRAL	4.35450252
7405	CONTRADICTION	4.28682856
7406	NEUTRAL	4.78076113
7407	NEUTRAL	4.46646416
7408	NEUTRAL	4.42248606
7409	NEUTRAL	3.91618177
7412	NEUTRAL	4.33651746
7413	ENTAILMENT	4.63541837
7415	NEUTRAL	4.85961922
7421	CONTRADICTION	3.58464069
7424	ENTAILMENT	4.61566374
7425	CONTRADICTION	4.01480435
7426	NEUTRAL	4.46582878
7429	NEUTRAL	3.78078044
7430	NEUTRAL	4.42777335
7431	NEUTRAL	3.8827224
7433	NEUTRAL	4.56584343
7435	ENTAILMENT	4.53863574
7436	CONTRADICTION	4.08118639
7439	NEUTRAL	3.40644614
7440	NEUTRAL	4.31818812
7442	NEUTRAL	4.03061382
7443	NEUTRAL	4.13641605
7447	ENTAILMENT	4.1808708
7449	NEUTRAL	3.0446622
7450	NEUTRAL	3.05239948
7453	NEUTRAL	3.03032627
7456	NEUTRAL	4.46979019
7458	CONTRADICTION	4.08710193
7460	ENTAILMENT	4.4879923
7463	NEUTRAL	4.2420566
7465	NEUTRAL	4.36728175
7467	NEUTRAL	3.49500819
7469	NEUTRAL	4.54354875
7473	ENTAILMENT	3.91198708
7478	CONTRADICTION	4.57193197
7480	ENTAILMENT	3.45596893
7482	NEUTRAL	4.25662656
7484	NEUTRAL	4.05734091
7488	NEUTRAL	4.55083348
7489	NEUTRAL	3.83296436
7490	NEUTRAL	4.59666826
7494	NEUTRAL	4.51792066
7495	NEUTRAL	4.44676366
7498	NEUTRAL	4.73135104
7500	NEUTRAL	3.98223924
7502	NEUTRAL	4.21493184
7510	NEUTRAL	4.50877285
7512	NEUTRAL	4.13749954
7513	NEUTRAL	4.33249256
7514	NEUTRAL	4.44387713
7515	ENTAILMENT	4.90417561
7517	NEUTRAL	4.70870864
7518	NEUTRAL	4.1857245
7519	NEUTRAL	3.65389302
7520	NEUTRAL	2.52986788
7521	NEUTRAL	4.27411405
7523	NEUTRAL	3.43672787
7524	NEUTRAL	4.2535412
7528	NEUTRAL	4.43246267
7529	NEUTRAL	3.89563722
7530	NEUTRAL	3.59479669
7531	NEUTRAL	3.81648161
7535	NEUTRAL	4.75003891
7536	NEUTRAL	4.63019506
7538	ENTAILMENT	4.89596291
7540	NEUTRAL	4.18875302
7552	ENTAILMENT	4.76336714
7555	NEUTRAL	4.79119569
7560	NEUTRAL	4.19505097
7562	NEUTRAL	4.09692351
7565	NEUTRAL	4.06731801
7566	ENTAILMENT	4.8060543
7568	ENTAILMENT	4.88139074
7570	ENTAILMENT	4.7163967
7571	CONTRADICTION	3.62277437
7574	ENTAILMENT	4.72387067
7575	ENTAILMENT	4.3915249
7578	ENTAILMENT	4.626149
7579	NEUTRAL	3.02781797
7584	NEUTRAL	3.46239263
7585	NEUTRAL	4.37393381
7586	NEUTRAL	4.67693443
7589	NEUTRAL	4.41378907
7591	NEUTRAL	3.93699849
7592	NEUTRAL	4.44351318
7593	CONTRADICTION	4.10057043
7595	ENTAILMENT	4.6037645
7596	CONTRADICTION	3.99417834
7597	NEUTRAL	3.14415
7598	ENTAILMENT	4.58675292
7600	ENTAILMENT	4.4839706
7601	NEUTRAL	4.07512714
7602	NEUTRAL	4.22100192
7604	NEUTRAL	2.80756869
7605	ENTAILMENT	4.22474063
7607	ENTAILMENT	3.9539638
7610	NEUTRAL	3.93749902
7614	NEUTRAL	3.77112964
7615	ENTAILMENT	4.73733769
7617	NEUTRAL	4.31470116
7620	NEUTRAL	3.41981079
7621	NEUTRAL	3.20086721
7623	NEUTRAL	3.02643229
7624	NEUTRAL	3.80298801
7626	NEUTRAL	4.85506377
7627	CONTRADICTION	4.72381112
7628	NEUTRAL	4.36688015
7631	NEUTRAL	4.03912034
7632	NEUTRAL	4.54412113
7633	CONTRADICTION	4.72762833
7635	NEUTRAL	4.66323314
7637	ENTAILMENT	4.09044026
7640	NEUTRAL	4.28682314
7644	CONTRADICTION	3.65568892
7645	NEUTRAL	4.26389554
7646	ENTAILMENT	4.3529623
7650	ENTAILMENT	4.07414036
7655	NEUTRAL	4.18402556
7656	NEUTRAL	3.78963542
7661	NEUTRAL	3.71237045
7663	NEUTRAL	3.82750628
7664	NEUTRAL	3.39331846
7671	NEUTRAL	3.95135165
7673	CONTRADICTION	3.01347625
7674	ENTAILMENT	4.57487632
7676	CONTRADICTION	4.3739279
7679	NEUTRAL	4.53371856
7683	NEUTRAL	3.42369813
7684	NEUTRAL	3.78356632
7685	NEUTRAL	3.05477391
7686	NEUTRAL	4.66604265
7690	ENTAILMENT	4.38845086
7691	CONTRADICTION	4.46409834
7693	CONTRADICTION	3.22562812
7694	ENTAILMENT	4.38500548
7695	ENTAILMENT	4.23652396
7696	NEUTRAL	3.97410798
7698	ENTAILMENT	4.60752067
7704	NEUTRAL	3.44833132
7705	NEUTRAL	3.05237216
7706	NEUTRAL	4.47236764
7708	ENTAILMENT	4.74732193
7709	CONTRADICTION	4.41128692
7710	ENTAILMENT	4.52505134
7713	ENTAILMENT	4.19133908
7715	NEUTRAL	4.84786
7717	NEUTRAL	4.77728253
7721	NEUTRAL	4.63520207
7725	ENTAILMENT	4.69405477
7727	ENTAILMENT	4.3124313
7730	NEUTRAL	2.36734007
7735	NEUTRAL	4.20602987
7736	CONTRADICTION	3.31251706
7737	ENTAILMENT	4.41679519
7738	ENTAILMENT	4.16522301
7745	CONTRADICTION	4.05467979
7748	NEUTRAL	4.37802663
7749	NEUTRAL	3.54281038
7750	NEUTRAL	2.56202684
7756	NEUTRAL	4.22505364
7758	CONTRADICTION	4.02554086
7759	NEUTRAL	4.40311408
7761	NEUTRAL	4.04065613
7762	NEUTRAL	3.72413213
7765	NEUTRAL	3.76706193
7766	ENTAILMENT	4.87900547
7767	CONTRADICTION	4.52998945
7770	NEUTRAL	4.50061674
7773	NEUTRAL	3.80367729
7774	ENTAILMENT	4.78004306
7775	CONTRADICTION	4.24198032
7783	NEUTRAL	2.21707644
7786	ENTAILMENT	4.30232033
7788	NEUTRAL	4.75124003
7789	NEUTRAL	4.31222214
7791	NEUTRAL	4.30209542
7796	CONTRADICTION	3.52661555
7797	CONTRADICTION	4.83145182
7799	NEUTRAL	3.67472303
7800	NEUTRAL	3.3513533
7801	NEUTRAL	3.52844517
7802	CONTRADICTION	3.07544963
7803	NEUTRAL	3.68971206
7806	NEUTRAL	4.64902172
7809	NEUTRAL	3.76370391
7812	NEUTRAL	4.39132385
7814	CONTRADICTION	3.95936651
7815	ENTAILMENT	4.22509966
7816	ENTAILMENT	4.41926117
7818	NEUTRAL	3.70878702
7824	NEUTRAL	4.61618297
7825	NEUTRAL	4.45938195
7826	NEUTRAL	4.20386485
7827	NEUTRAL	3.83442115
7828	NEUTRAL	4.30267395
7829	NEUTRAL	4.24106711
7830	NEUTRAL	4.2551673
7831	ENTAILMENT	4.69049915
7832	ENTAILMENT	3.87790488
7833	ENTAILMENT	4.58144447
7835	ENTAILMENT	4.60873804
7837	ENTAILMENT	4.6370809
7840	NEUTRAL	4.28593725
7842	ENTAILMENT	4.8061926
7843	CONTRADICTION	4.48867148
7845	NEUTRAL	3.26752117
7846	NEUTRAL	3.93321943
7848	NEUTRAL	3.22984053
7850	CONTRADICTION	4.44639725
7852	CONTRADICTION	4.4881242
7853	NEUTRAL	4.05573794
7854	NEUTRAL	3.77348956
7855	NEUTRAL	3.89940496
7856	CONTRADICTION	3.6714189
7857	NEUTRAL	4.04630221
7858	NEUTRAL	4.73542417
7860	NEUTRAL	4.591018
7862	NEUTRAL	4.35604816
7863	CONTRADICTION	3.68375001
7865	NEUTRAL	4.34463493
7870	ENTAILMENT	4.96404857
7871	ENTAILMENT	4.86557733
7873	NEUTRAL	4.3861655
7874	NEUTRAL	4.21820841
7879	CONTRADICTION	4.20927297
7880	ENTAILMENT	4.57654524
7882	NEUTRAL	3.23101532
7883	ENTAILMENT	4.76975663
7885	NEUTRAL	4.2715868
7886	NEUTRAL	4.68862327
7894	NEUTRAL	3.7041415
7895	NEUTRAL	4.42666796
7897	CONTRADICTION	4.03588856
7901	NEUTRAL	4.16634686
7904	NEUTRAL	3.8354606
7905	NEUTRAL	4.42032153
7907	CONTRADICTION	4.29858187
7908	NEUTRAL	4.62540436
7910	NEUTRAL	3.83661201
7911	NEUTRAL	3.93822053
7913	CONTRADICTION	3.44482983
7914	NEUTRAL	3.79231376
7915	NEUTRAL	4.01799503
7916	ENTAILMENT	4.36443459
7918	ENTAILMENT	4.67998707
7919	CONTRADICTION	4.11574919
7920	ENTAILMENT	4.19580078
7922	ENTAILMENT	4.37419293
7924	ENTAILMENT	4.62754575
7928	NEUTRAL	3.8417209
7929	NEUTRAL	2.22683773
7930	NEUTRAL	2.61903997
7931	NEUTRAL	2.57481837
7941	NEUTRAL	1.87225252
7942	NEUTRAL	2.04196688
7943	ENTAILMENT	4.63133786
7944	NEUTRAL	4.56314958
7945	NEUTRAL	4.42946639
7948	NEUTRAL	3.22755419
7952	NEUTRAL	4.05095363
7955	CONTRADICTION	4.05547807
7956	NEUTRAL	3.97478618
7958	NEUTRAL	3.43854837
7960	NEUTRAL	4.20719531
7961	NEUTRAL	4.45132822
7962	NEUTRAL	4.38267337
7965	CONTRADICTION	4.48485206
7968	NEUTRAL	2.88156373
7969	NEUTRAL	3.47087528
7970	ENTAILMENT	4.39103495
7974	NEUTRAL	4.51167537
7975	NEUTRAL	4.43697284
7978	NEUTRAL	4.06685932
7979	NEUTRAL	3.51838464
7982	ENTAILMENT	4.28397008
7983	NEUTRAL	4.31018656
7984	NEUTRAL	3.83314301
7988	NEUTRAL	2.98982886
7991	NEUTRAL	4.40728269
7992	NEUTRAL	4.63505516
7994	ENTAILMENT	4.7491855
8000	NEUTRAL	4.21597129
8001	ENTAILMENT	4.44731759
8003	NEUTRAL	4.63523775
8004	NEUTRAL	3.80120417
8007	NEUTRAL	2.68462298
8008	NEUTRAL	2.69192826
8009	NEUTRAL	2.75435714
8011	ENTAILMENT	4.51898815
8013	CONTRADICTION	4.52731307
8015	NEUTRAL	3.31893485
8016	NEUTRAL	4.00404446
8017	NEUTRAL	4.17181773
8019	NEUTRAL	4.69910534
8020	NEUTRAL	4.0719463
8022	NEUTRAL	4.64368226
8023	NEUTRAL	4.56898539
8026	NEUTRAL	3.80955665
8027	NEUTRAL	4.58619186
8030	CONTRADICTION	4.79105174
8033	NEUTRAL	3.96751302
8034	NEUTRAL	4.6571862
8035	CONTRADICTION	3.54558815
8036	NEUTRAL	4.17471361
8042	NEUTRAL	4.33825995
8043	NEUTRAL	4.46189099
8045	NEUTRAL	4.41139815
8046	NEUTRAL	4.35082435
8048	NEUTRAL	4.74188453
8051	NEUTRAL	4.1329842
8052	NEUTRAL	4.28581667
8053	NEUTRAL	4.10309374
8054	NEUTRAL	4.27971264
8056	NEUTRAL	4.1756657
8061	NEUTRAL	2.33282747
8062	NEUTRAL	1.67554752
8063	NEUTRAL	1.69812778
8066	NEUTRAL	4.35397148
8070	NEUTRAL	4.14255158
8074	NEUTRAL	4.38846882
8075	NEUTRAL	4.25523989
8078	NEUTRAL	3.88144869
8080	NEUTRAL	3.82312924
8081	NEUTRAL	3.92543072
8082	NEUTRAL	4.41595212
8083	ENTAILMENT	4.50896577
8085	ENTAILMENT	4.70820172
8086	NEUTRAL	3.12314921
8087	NEUTRAL	4.38133887
8088	NEUTRAL	4.54692424
8097	NEUTRAL	4.7885427
8098	NEUTRAL	4.11815931
8099	NEUTRAL	4.4895367
8100	NEUTRAL	3.53739734
8101	CONTRADICTION	3.97107061
8102	NEUTRAL	4.3568334
8103	NEUTRAL	3.86369075
8106	NEUTRAL	2.72532279
8107	NEUTRAL	3.01981148
8111	ENTAILMENT	4.41303606
8113	NEUTRAL	2.98196768
8114	NEUTRAL	2.92033525
8115	NEUTRAL	3.0613145
8116	NEUTRAL	2.99791619
8117	NEUTRAL	2.71587698
8118	NEUTRAL	4.0504344
8123	NEUTRAL	2.4994294
8125	NEUTRAL	4.00126695
8128	ENTAILMENT	4.53605214
8131	NEUTRAL	3.64641905
8132	NEUTRAL	3.34260537
8133	NEUTRAL	3.95490506
8135	NEUTRAL	3.36058158
8139	CONTRADICTION	4.19592529
8140	NEUTRAL	3.56697159
8142	NEUTRAL	3.62851716
8144	NEUTRAL	3.54935294
8146	NEUTRAL	3.92734499
8148	ENTAILMENT	4.49295181
8149	NEUTRAL	3.07594499
8150	NEUTRAL	3.02156887
8151	NEUTRAL	3.95436049
8153	NEUTRAL	3.29208718
8154	ENTAILMENT	4.70598404
8160	NEUTRAL	4.19842351
8164	ENTAILMENT	4.40873186
8166	ENTAILMENT	4.24039088
8167	NEUTRAL	3.82566264
8169	NEUTRAL	3.07386462
8170	NEUTRAL	2.98675814
8171	NEUTRAL	3.90219158
8172	NEUTRAL	4.11315943
8174	NEUTRAL	4.36739593
8176	NEUTRAL	3.92779261
8178	NEUTRAL	3.4972805
8181	CONTRADICTION	4.55054803
8182	NEUTRAL	4.41598682
8183	NEUTRAL	4.20336875
8185	NEUTRAL	4.21347849
8188	CONTRADICTION	4.15623048
8197	NEUTRAL	2.81407322
8198	NEUTRAL	2.834313
8202	NEUTRAL	4.22739732
8203	NEUTRAL	3.4168903
8204	NEUTRAL	4.00768006
8205	NEUTRAL	4.19478889
8207	NEUTRAL	4.25886097
8208	NEUTRAL	4.0263923
8209	NEUTRAL	3.14437073
8214	NEUTRAL	3.03355411
8218	NEUTRAL	3.70747861
8221	NEUTRAL	4.40880249
8222	NEUTRAL	4.09075205
8224	NEUTRAL	3.60143866
8226	NEUTRAL	4.49957287
8229	ENTAILMENT	4.17321006
8231	ENTAILMENT	3.86254623
8232	ENTAILMENT	4.09705098
8234	ENTAILMENT	4.15288058
8235	NEUTRAL	4.19726988
8236	NEUTRAL	3.92258701
8237	NEUTRAL	4.41989975
8238	NEUTRAL	4.19246097
8239	NEUTRAL	3.09250599
8240	NEUTRAL	3.26416931
8241	NEUTRAL	3.6269415
8242	NEUTRAL	2.89776176
8243	NEUTRAL	3.52281459
